,Symptomatic isolation - targeted,Symptomatic isolation - blanket,Asymptomatic isolation - targeted,Asymptomatic isolation - blanket,Domestic travel restriction,Nonessential business suspension,International travel restriction,Testing,Contact tracing,Mask wearing,Hand washing,Gatherings banned,Healthcare specialisation,Public education and incentives,Assisting people to stay home,Public cleaning,Miscellaneous hygiene measures,Public interaction and hygiene,School closure,Activity cancellation,Resumption,Diagnostic criteria loosened,Diagnostic criteria tightened,Testing criteria,Date,Country,Confirmed Cases,Deaths
3599,1.0,,,,2.0,1.0,6.0,,,10.0,,100.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2020-03-19,Czechia,694,0
3600,,,,,,,4.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Australia,681,6
3601,,,,,,,5.0,,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Romania,277,0
3602,,,,3.0,,1.0,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,France,10970,244
3603,,,,,,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,Portugal,785,3
3604,,,,3.0,,1.0,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Spain,17963,830
3605,,,2.0,3.0,2.0,1.0,3.0,18360.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,Belgium,1795,21
3606,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Luxembourg,335,4
3607,,,,2.0,2.0,0.5,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2020-03-19,Albania,64,2
3608,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Andorra,53,0
3609,,,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Belarus,51,0
3610,,,,,,1.0,5.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,Bosnia and Herzegovina,63,0
3611,,,,3.0,,1.0,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Bulgaria,94,3
3612,,,,,,1.0,6.0,,,,,10.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Denmark,1225,6
3613,,,,,,,6.0,,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Estonia,267,0
3614,,,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Cyprus,67,0
3615,,,,,,1.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2020-03-19,Croatia,105,1
3616,,,,,,1.0,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Finland,400,0
3617,,,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Georgia,40,0
3618,,,,,,0.5,6.0,,,,,100.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Hungary,73,1
3619,,,,,,,1.0,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Latvia,86,0
3620,,,,,,1.0,6.0,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Lithuania,36,0
3621,,,,1.0,,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Greece,418,6
3622,,,,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Moldova,49,1
3623,,,,,,0.5,,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Malta,53,0
3624,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Monaco,7,0
3625,,,,,,0.5,5.0,6000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Netherlands,2467,77
3626,,,,,,,6.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Iceland,330,1
3627,,,2.0,,,0.5,5.0,6600.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,Ireland,557,3
3628,,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Kazakhstan,44,0
3629,,,,,,0.5,6.0,,1000.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Poland,355,5
3630,,,,,,0.5,,2900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Turkey,192,3
3631,,,,,,0.5,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Ukraine,16,2
3632,,,,,,1.0,6.0,,,,,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-19,Slovakia,123,1
3633,,,,2.0,,,6.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Serbia,103,0
3634,,,,,,1.0,5.0,4000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Switzerland,4075,41
3635,,,,,,0.5,6.0,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Norway,1746,7
3636,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Montenegro,3,0
3637,,,,,,,,80000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Iran,18407,1284
3638,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Liechtenstein,28,0
3639,,,,,,,6.0,143519.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,Russia,199,1
3640,,,1.0,,,,2.0,278.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Mexico,118,1
3641,,,2.0,,2.0,,6.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-19,Egypt,256,6
3642,,,,,,,6.0,,,,,25.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,2020-03-19,Nepal,1,0
3643,,,,1.0,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Iraq,192,13
3644,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,South Africa,150,0
3645,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-19,Namibia,3,0
3646,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Morocco,63,2
3647,,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-19,Uganda,0,0
3648,,,,3.0,,0.5,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Austria,2388,6
3649,,,,2.0,,1.0,6.0,167000.0,,,,1000.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Germany,19848,67
3650,,2.0,,,,,3.0,64621.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,United Kingdom,4014,178
3651,,,2.0,1.0,,0.5,4.0,316664.0,,,,,3.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.7999999999999999,2020-03-20,South Korea,8652,94
3652,,2.0,1.0,1.0,,,5.0,,2000.0,,,10.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.1,2020-03-20,Singapore,385,0
3653,,,,,,1.0,6.0,10864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Israel,529,0
3654,,,2.0,,,,5.0,14901.0,,,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,2020-03-20,Japan,963,33
3655,,,,,,,6.0,14300.0,,,,500.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Sweden,1639,16
3656,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,San Marino,144,14
3657,,,2.0,2.0,,1.0,5.0,9860.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Slovenia,341,1
3658,1.0,,1.0,,,,,54956.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Canada,943,12
3659,,,,,,,4.0,5271.0,,,,,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Hong Kong,256,4
3660,,,,,,,6.0,21376.0,,100.0,,,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Taiwan,135,2
3661,,,1.0,3.0,2.0,1.0,3.0,320000.0,700.0,,,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.7999999999999999,2020-03-20,China,80977,3249
3662,,,,3.0,2.0,1.0,5.0,206886.0,,,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.6,2020-03-20,Italy,47021,4032
3663,1.0,,,,2.0,1.0,6.0,11619.0,,10.0,,100.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2020-03-20,Czechia,833,0
3664,,,,,,,6.0,113615.0,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Australia,791,7
3665,,,,,,,5.0,8284.0,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Romania,308,0
3666,,,,3.0,,1.0,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,France,12758,451
3667,,,,,,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,Portugal,1020,6
3668,,,,3.0,,1.0,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Spain,20410,1043
3669,,,2.0,3.0,2.0,1.0,6.0,18360.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,Belgium,2257,37
3670,,,,,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Luxembourg,484,4
3671,,,,2.0,2.0,0.5,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2020-03-20,Albania,70,2
3672,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Andorra,75,0
3673,,,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Belarus,69,0
3674,,,,,,1.0,5.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,Bosnia and Herzegovina,89,0
3675,,,,3.0,,1.0,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Bulgaria,127,3
3676,,,,,,1.0,6.0,10730.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Denmark,1337,9
3677,,,,,,,6.0,2504.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Estonia,283,0
3678,,,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Cyprus,67,0
3679,,,,,,1.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2020-03-20,Croatia,128,1
3680,,,,,,1.0,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Finland,450,0
3681,,,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Georgia,43,0
3682,,2.0,,,,0.5,6.0,3007.0,,,,100.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Hungary,85,3
3683,,,,,,,1.0,3205.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Latvia,111,0
3684,,,,,,1.0,6.0,1154.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Lithuania,49,0
3685,,,,1.0,2.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Greece,495,6
3686,,,,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Moldova,66,1
3687,,,,,,0.5,6.0,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Malta,64,0
3688,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Monaco,11,0
3689,,,,,,0.5,5.0,6000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Netherlands,3003,107
3690,,,,,,,6.0,9189.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Iceland,409,0
3691,,,2.0,,,0.5,5.0,6600.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,Ireland,683,3
3692,,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Kazakhstan,49,3
3693,,,,,,0.5,6.0,13072.0,1000.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Poland,425,5
3694,,,,,,0.5,,2900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Turkey,359,4
3695,,,,,,0.5,,316.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Ukraine,29,3
3696,,,,,,1.0,6.0,2707.0,,,,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Slovakia,137,1
3697,,,,2.0,,,6.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Serbia,135,1
3698,,,,,,1.0,5.0,4000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Switzerland,5294,54
3699,,,,,,0.5,6.0,43735.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Norway,1914,7
3700,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Montenegro,14,0
3701,,,,,,,,80000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Iran,19644,1433
3702,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Liechtenstein,28,0
3703,,,,,,,6.0,143519.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,Russia,253,1
3704,,,1.0,,,,2.0,278.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Mexico,164,1
3705,,,2.0,,2.0,,6.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-20,Egypt,285,8
3706,,,,,,,6.0,,,,,25.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,2020-03-20,Nepal,1,0
3707,,,,1.0,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Iraq,208,17
3708,,,,,,,,6438.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,South Africa,202,0
3709,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-20,Namibia,3,0
3710,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-20,Morocco,77,3
3711,,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-20,Uganda,0,0
3712,,,,3.0,,0.5,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Austria,2814,8
3713,,,,2.0,,1.0,6.0,167000.0,,,,1000.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Germany,22213,84
3714,,2.0,,,,,3.0,64621.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,United Kingdom,5067,234
3715,,,2.0,1.0,,0.5,4.0,316664.0,,,,,3.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.7999999999999999,2020-03-21,South Korea,8799,102
3716,,2.0,1.0,1.0,,0.5,5.0,,2000.0,,,10.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.1,2020-03-21,Singapore,432,2
3717,,,,,,1.0,6.0,10864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Israel,712,1
3718,,,2.0,,,,5.0,14901.0,,,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,2020-03-21,Japan,1007,35
3719,,,,,,,6.0,14300.0,,,,500.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Sweden,1763,20
3720,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,San Marino,144,20
3721,,,2.0,2.0,,1.0,5.0,9860.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Slovenia,383,1
3722,1.0,,1.0,,,,,54956.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Canada,1277,19
3723,,,,,,1.0,4.0,5271.0,,,,,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Hong Kong,273,4
3724,,,,,,,6.0,21376.0,,100.0,,,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Taiwan,153,2
3725,,,1.0,3.0,2.0,1.0,3.0,320000.0,700.0,,,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.7999999999999999,2020-03-21,China,81014,3255
3726,,,,3.0,2.0,1.0,5.0,206886.0,,,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.6,2020-03-21,Italy,53578,4825
3727,1.0,,,,2.0,1.0,6.0,11619.0,,100.0,,100.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2020-03-21,Czechia,995,0
3728,,,,,,,6.0,113615.0,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Australia,1071,7
3729,,,,,,,5.0,8284.0,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Romania,367,0
3730,,,,3.0,,1.0,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-21,France,14463,563
3731,,,,,,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-21,Portugal,1280,12
3732,,,,3.0,,1.0,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-21,Spain,25374,1375
3733,,,2.0,3.0,2.0,1.0,6.0,18360.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-21,Belgium,2815,67
3734,,,,,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Luxembourg,670,8
3735,,,,2.0,2.0,0.5,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2020-03-21,Albania,76,2
3736,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Andorra,88,0
3737,,,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Belarus,76,0
3738,,,,,,1.0,5.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-21,Bosnia and Herzegovina,93,1
3739,,,,3.0,,1.0,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Bulgaria,163,3
3740,,,,,,1.0,6.0,10730.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-21,Denmark,1420,13
3741,,,,,,,6.0,2504.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Estonia,306,0
3742,,,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Cyprus,84,0
3743,,,,,2.0,1.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2020-03-21,Croatia,206,1
3744,,,,,,1.0,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Finland,523,1
3745,,,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Georgia,49,0
3746,,2.0,,,,0.5,6.0,3007.0,,,,100.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-21,Hungary,103,4
3747,,,,,,,1.0,3205.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Latvia,124,0
3748,,,,,,1.0,6.0,1154.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Lithuania,83,1
3749,,,,1.0,2.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-21,Greece,530,13
3750,,,,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Moldova,80,1
3751,,,,,,0.5,6.0,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Malta,73,0
